	sourcepage	rebuttalpage
14778	http://www.dagbladet.no/2016/01/31/kultur/meninger/innvandring/42964101/	http://www.dagbladet.no/2016/02/03/kultur/debatt/meninger/voldtekt/kjetil_rolness/43012848/
14779	http://aleteia.org/2016/04/05/5-responses-to-the-ridiculous-reasons-some-atheists-hate-mother-teresa/	http://godlessmom.com/response-nuns-defense-monster-mother-teresa/
14780	http://worldtruth.tv/fukushima-your-days-of-eating-pacific-ocean-fish-are-over/	http://skeptoid.com/blog/2013/09/02/are-your-days-of-eating-pacific-ocean-fish-really-over/
14782	https://www.washingtonpost.com/politics/nc-gov-mccrory-struggles-to-navigate-wildly-shifting-gop-waters/2016/04/13/c35efb24-019d-11e6-9d36-33d198ea26c5_story.html	http://fair.org/home/media-asking-wrong-questions-on-north-carolinas-bathroom-law/
14785	http://dailyheadlines.net/archives/31175	http://www.snopes.com/transgender-filming-women-restroom/
14786	http://www.breitbart.com/texas/2016/04/01/california-man-dressed-woman-busted-videoing-womens-bathroom/	http://www.snopes.com/transgender-filming-women-restroom/
14787	http://www.breitbart.com/big-government/2016/04/21/pa-man-accused-peeping-restroom-hit-child-porn-charges/	http://www.snopes.com/man-pics-in-womens-bathroom/
14788	https://www.washingtonpost.com/news/the-fix/wp/2016/04/18/bernie-sanders-keeps-saying-his-average-donation-is-27-but-it-really-isnt/	http://fair.org/home/forget-bernie-bros-the-worst-trolls-work-in-corporate-media/
14790	http://www.theecologist.org/News/news_analysis/2987572/nutritionallyenhanced_gm_crops_too_bad_about_the_deformed_butterflies.html	http://www.marklynas.org/2016/04/deformed-gmo-franken-butterflies-not-fast/
14793	https://www.facebook.com/917744614976061/videos/981203688630153/	https://www.sciencebasedmedicine.org/answering-cancer-quackery-the-sophisticated-approach-to-true-believers/
14794	https://www.facebook.com/917744614976061/videos/981203688630153/	http://rationalwiki.org/wiki/Leonard_Coldwell
14798	https://www.liberal.org.au/	http://thesauce.co/achievements-of-the-abbott-government/
14799	http://www.inc.com/larry-kim/40-amazing-places-to-learn-something-new-every-day.html	https://www.beenverified.com/lp/7b815f/1/landing?device={device}&utm_campaign=DD_PR_Page_3rdDown&utm_content={creative}&utm_medium=cpm&utm_source=divisiond&utm_term={keyword}
14803	http://www.usatoday.com/story/news/nation/2016/04/26/phil-knight-shoe-dog-nike/83156268/	http://fair.org/home/talking-to-nikes-knight-about-entrepreneurial-edge-worker-abuses-are-beyond-the-pale/
14806	https://www.facebook.com/notes/anti-illuminati-freemasonry2-%D8%B6%D8%AF-%D8%A7%D9%84%D9%85%D8%A7%D8%B3%D9%88%D9%86%D9%8A%D8%A9-%D9%88-%D8%A7%D9%84%D8%AA%D9%86%D9%88%D8%B1%D9%8A%D8%A9/to-read-part-1-confession-of-donald-marshall/10150418903279381/	http://rationalwiki.org/wiki/Donald_Marshall
14807	http://donald-marshall.com/music.html	http://rationalwiki.org/wiki/Donald_Marshall
14808	http://donald-marshall.com/	http://rationalwiki.org/wiki/Donald_Marshall
14809	http://donald-marshall.com/donmegadeath_zps573085a0.png.jpg	http://rationalwiki.org/wiki/Donald_Marshall
14811	http://donald-marshall.com/bob.html	http://rationalwiki.org/wiki/Donald_Marshall
14812	http://donald-marshall.com/home.html	http://rationalwiki.org/wiki/Donald_Marshall
14813	http://donaldmarshall.proboards.com/	http://rationalwiki.org/wiki/Donald_Marshall
14814	http://donaldmarshall.boards.net/	http://rationalwiki.org/wiki/Donald_Marshall
14815	http://donald-marshall.com/booknsum.html	http://rationalwiki.org/wiki/Donald_Marshall
14816	http://donald-marshall.com/book/index.htm	http://rationalwiki.org/wiki/Donald_Marshall
14817	http://donaldmarshallrevolution.com/	http://rationalwiki.org/wiki/Donald_Marshall
14818	https://drive.google.com/file/d/0B6uNZqRUN8ceOW1XNjg2bTg2Nms/view?pref=2&pli=1	http://rationalwiki.org/wiki/Donald_Marshall
14819	http://freethoughtblogs.com/pharyngula/2016/04/05/superbrains-will-not-come-out-of-a-test-tube/	http://infoproc.blogspot.com.au/2016/04/this-is-for-pz-meyers.html
14820	http://www.nytimes.com/2016/05/04/opinion/trump-and-the-lords-work.html?action=click&pgtype=Homepage&clickSource=story-heading&module=opinion-c-col-left-region&region=opinion-c-col-left-region&WT.nav=opinion-c-col-left-region&_r=0	http://fair.org/home/thomas-friedmans-bargain-basement-punditry/
14821	https://www.washingtonpost.com/politics/sanders-is-biggest-spender-of-2016-so-far--generating-millions-for-consultants/2016/04/28/600170ce-0cf2-11e6-a6b6-2e6de3695b0e_story.html	http://fair.org/home/separating-super-pacs-from-campaign-spending-media-embrace-core-myth-of-citizens-united/
14822	http://blog.theliteracysite.com/cs-longhand-benefits-research/?utm_source=twc-twcfan&utm_medium=social-fb&utm_term=20160505&utm_content=link&utm_campaign=cs-longhand-benefits-research&origin=twc_twcfan_social_fb_link_cs-longhand-benefits-research_20160505	https://tysonadams.com/2016/03/30/pen-vs-keyboard-fight/
14823	http://www.upworthy.com/try-not-to-jiggle-while-watching-these-amazing-bladeless-wind-turbines	http://cleantechnica.com/2015/05/21/bladeless-wind-turbine-reality-check/
14824	http://www.upworthy.com/try-not-to-jiggle-while-watching-these-amazing-bladeless-wind-turbines	https://www.technologyreview.com/s/537721/bladeless-wind-turbines-may-offer-more-form-than-function/
14825	https://ecowatch.com/2016/05/12/mep-glyphosate-urine-test/	http://link.springer.com/article/10.1007%2Fs00003-014-0927-3
14826	http://www.thehealthyhomeeconomist.com/gardasil-shocker-japan-withdraws-support-for-hpv-vaccine/	https://www.sciencebasedmedicine.org/hpv-vaccine-safety-and-acceptance/
14827	http://www.thehealthyhomeeconomist.com/gardasil-shocker-japan-withdraws-support-for-hpv-vaccine/	http://www.skepticalraptor.com/skepticalraptorblog.php/japan-health-ministry-pulls-recommendation-hpv-vaccination/
14828	http://www.thehealthyhomeeconomist.com/gardasil-shocker-japan-withdraws-support-for-hpv-vaccine/	http://www.medscape.com/viewarticle/806645
14831	http://www.nytimes.com/2016/05/15/opinion/sunday/when-did-optimism-become-uncool.html	http://fair.org/home/nyts-glass-is-half-full-of-half-truths/
14832	http://thehealthyday.com/dryer-sheets-cause-hormone-imbalance-neurotoxicity-respiratory-problems-and-even-cancer/	http://www.snopes.com/dryer-sheets-full-of-toxic-chemicals/
14833	http://blogs.scientificamerican.com/cross-check/dear-skeptics-bash-homeopathy-and-bigfoot-less-mammograms-and-war-more/	http://theness.com/neurologicablog/index.php/john-horgan-is-skeptical-of-skeptics/
14834	http://truthfeed.com/?p=2955	http://www.factcheck.org/2016/04/va-funds-and-syrian-refugees/
14835	http://blogs.scientificamerican.com/cross-check/dear-skeptics-bash-homeopathy-and-bigfoot-less-mammograms-and-war-more/?wt.mc=SA_Twitter-Share	http://theness.com/neurologicablog/index.php/bigfoot-skeptics-new-atheists-politics-and-religion/
14836	http://www.usatoday.com/story/news/world/2016/05/12/brazil-president-impeachment-south-america-reaction/84285888/	http://fair.org/home/brazils-neighbors-warn-of-presidents-dangerous-ouster-but-us-press-isnt-listening/
14837	http://blogs.scientificamerican.com/cross-check/dear-skeptics-bash-homeopathy-and-bigfoot-less-mammograms-and-war-more/	http://scienceblogs.com/insolence/2016/05/18/john-horgan-is-skeptical-of-skeptics-or-homeopathy-and-bigfoot-versus-the-quest-for-world-peace/
14839	http://www.cowspiracy.com/	https://www.quora.com/How-accurate-is-the-movie-Cowspiracy
14840	http://scienceblogs.com/insolence/2016/05/18/john-horgan-is-skeptical-of-skeptics-or-homeopathy-and-bigfoot-versus-the-quest-for-world-peace/	http://blogs.scientificamerican.com/cross-check/my-response-to-responses-to-my-critique-of-skepticism/
14841	http://theness.com/neurologicablog/index.php/john-horgan-is-skeptical-of-skeptics/	http://blogs.scientificamerican.com/cross-check/my-response-to-responses-to-my-critique-of-skepticism/
14842	http://www.treatmentadvocacycenter.org/component/content/article/2085-anatomy-of-a-non-epidemic-a-review-by-dr-torrey	http://www.madinamerica.com/2012/05/e-fuller-torreys-review-of-anatomy-of-an-epidemic-what-does-it-reveal-about-the-rationale-for-forced-treatment/
14843	http://www.amazon.com/Anatomy-Epidemic-Bullets-Psychiatric-Astonishing/dp/1491513217	http://www.treatmentadvocacycenter.org/component/content/article/2085-anatomy-of-a-non-epidemic-a-review-by-dr-torrey
14844	http://robertwhitaker.org/robertwhitaker.org/Anatomy%20of%20an%20Epidemic.html	http://www.treatmentadvocacycenter.org/component/content/article/2085-anatomy-of-a-non-epidemic-a-review-by-dr-torrey
14850	http://www.skeptic.com/reading_room/how-porn-is-messing-with-your-manhood/	http://www.skeptic.com/reading_room/skeptical-of-the-porn-skeptics/
14851	http://www.skeptic.com/reading_room/skeptical-of-the-porn-skeptics/	http://www.skeptic.com/reading_room/guard-your-manhood-response-to-marty-klein/
14852	http://westsussexchiropractor.co.uk/what-is-chiropractic	https://www.sciencebasedmedicine.org/chiropractic-a-brief-overview-part-ii/
14854	https://aeon.co/essays/your-brain-does-not-process-information-and-it-is-not-a-computer	https://sergiograziosi.wordpress.com/2016/05/22/robert-epsteins-empty-essay/
14856	http://blogs.scientificamerican.com/cross-check/dear-skeptics-bash-homeopathy-and-bigfoot-less-mammograms-and-war-more/	http://www.skepticink.com/incredulous/2016/05/22/john-horgans-confusions-skepticism-science/
14857	http://blogs.scientificamerican.com/cross-check/my-response-to-responses-to-my-critique-of-skepticism/	http://www.skepticink.com/incredulous/2016/05/22/john-horgans-confusions-skepticism-science/
14858	http://blogs.scientificamerican.com/cross-check/meta-skepticism-update-on-the-skepticism-debate/	http://www.skepticink.com/incredulous/2016/05/22/john-horgans-confusions-skepticism-science/
14859	http://blogs.scientificamerican.com/cross-check/dear-skeptics-bash-homeopathy-and-bigfoot-less-mammograms-and-war-more/	https://whyevolutionistrue.wordpress.com/2016/05/19/john-horgan-in-criticizing-skepticism-officially-becomes-an-internet-troll/
14860	http://blogs.scientificamerican.com/cross-check/my-response-to-responses-to-my-critique-of-skepticism/	https://whyevolutionistrue.wordpress.com/2016/05/19/john-horgan-in-criticizing-skepticism-officially-becomes-an-internet-troll/
14861	http://blogs.scientificamerican.com/cross-check/meta-skepticism-update-on-the-skepticism-debate/	https://whyevolutionistrue.wordpress.com/2016/05/19/john-horgan-in-criticizing-skepticism-officially-becomes-an-internet-troll/
14862	https://answersingenesis.org/genetics/mitochondrial-genome-mutation-rate-/	http://www.evoanth.net/2016/05/23/invent-mutation-rate/
14863	https://answersingenesis.org/genetics/mitochondrial-dna/origin-human-mitochondrial-dna-differences-new-generation-time-data-both-suggest-unified-young-earth/	http://www.evoanth.net/2016/05/23/invent-mutation-rate/
14864	http://rebootjuicery.co.za/	https://www.sciencebasedmedicine.org/detox-what-they-dont-want-you-to-know/
14865	http://rebootjuicery.co.za/	http://www.theguardian.com/lifeandstyle/2014/dec/05/detox-myth-health-diet-science-ignorance
14866	http://rebootjuicery.co.za/	http://www.medicalnewstoday.com/articles/134385.php
14867	http://rebootjuicery.co.za/	http://www.quackwatch.com/01QuackeryRelatedTopics/detox_overview.html
14868	http://rebootjuicery.co.za/	http://www.quackwatch.org/01QuackeryRelatedTopics/DSH/coral2.html
14869	http://rebootjuicery.co.za/	http://www.skepdic.com/alkalinediet.html
14870	http://www.nytimes.com/2016/05/20/opinion/critics-of-brooklyn-da-miss-the-big-picture.html?mabReward=A7	http://fair.org/home/nyt-protesters-and-prosecutor-should-be-friends/
14871	http://www.forbes.com/2010/12/23/media-climate-change-warming-opinions-contributors-larry-bell.html	http://www.realclimate.org/index.php/archives/2011/01/forbes-rich-list-of-nonsense/
14872	http://www.nytimes.com/2016/05/26/us/politics/bernie-sanders-israel-democratic-convention.html?_r=0	https://theintercept.com/2016/05/26/the-new-york-times-and-clinton-campaigns-abject-cowardice-on-israel/
14873	https://psmag.com/im-high-functioning-autistic-here-s-what-the-neurodiversity-movement-gets-wrong-b07bca1e2c86#.tedlvf6ex	https://autisticacademic.com/2016/05/26/im-a-pro-neurodiversity-advocate-heres-what-our-critics-never-get-right-but-dont-bother-to-correct-either/
14875	https://aeon.co/essays/your-brain-does-not-process-information-and-it-is-not-a-computer	http://recursed.blogspot.gr/2016/05/yes-your-brain-certainly-is-computer.html?m=1
14876	http://clashdaily.com/2016/05/brutal-truth-bomb-denmark-teacher-eviscerates-liberals-call-free-stuff/	http://www.snopes.com/denmark-socialism-brutal-meme/
14877	https://wattsupwiththat.com/2016/05/29/the-sea-levels-are-now-reducing-in-the-hotspots-of-acceleration-of-washington-and-new-york/	https://tamino.wordpress.com/2016/05/31/not-even-wrong/
14879	http://www.nytimes.com/2016/06/01/opinion/campaign-stops/trump-clinton-edsall-psychology-anti-pc-vote.html?_r=0	http://fair.org/home/nyts-edsall-stands-up-for-grievances-of-white-america/
14880	http://www.cnbc.com/2016/06/09/this-is-why-hillary-clinton-wore-a-12000-armani-jacket.html	http://www.snopes.com/hillary-clinton-freed-child-rapist-laughed-about-it/
14881	http://www.cnbc.com/2016/06/06/hillary-clinton-wore-an-armani-jacket-during-a-speech-about-inequality.html	http://www.snopes.com/hillary-clinton-freed-child-rapist-laughed-about-it/
14882	http://stylenews.people.com/style/2016/06/07/hillary-clinton-wears-expensive-armani-jacket-during-new-york-primary-victory-speech/	http://www.snopes.com/hillary-clinton-freed-child-rapist-laughed-about-it/
14883	https://www.yahoo.com/style/people-are-pissed-hillary-clinton-wore-a-12495-giorgio-armani-jacket-171652329.html	http://www.snopes.com/hillary-clinton-freed-child-rapist-laughed-about-it/
14884	http://distractify.com/news/2016/06/07/hillary-clinton-jacket	http://www.snopes.com/hillary-clinton-freed-child-rapist-laughed-about-it/
14885	http://dailycaller.com/2016/06/07/hillary-clintons-wore-a-13000-jacket-while-giving-speech-about-inequality/	http://www.snopes.com/hillary-clinton-freed-child-rapist-laughed-about-it/
14886	http://www.mediaite.com/online/clinton-supporters-criticizing-hillary-for-wearing-a-12000-jacket-is-sexist/	http://www.snopes.com/hillary-clinton-armani-jacket/
14887	http://www.cnbc.com/2016/06/09/this-is-why-hillary-clinton-wore-a-12000-armani-jacket.html	http://www.snopes.com/hillary-clinton-armani-jacket/
14888	http://www.cnbc.com/2016/06/06/hillary-clinton-wore-an-armani-jacket-during-a-speech-about-inequality.html	http://www.snopes.com/hillary-clinton-armani-jacket/
14889	http://stylenews.people.com/style/2016/06/07/hillary-clinton-wears-expensive-armani-jacket-during-new-york-primary-victory-speech/	http://www.snopes.com/hillary-clinton-armani-jacket/
14890	https://www.yahoo.com/style/people-are-pissed-hillary-clinton-wore-a-12495-giorgio-armani-jacket-171652329.html	http://www.snopes.com/hillary-clinton-armani-jacket/
14891	http://distractify.com/news/2016/06/07/hillary-clinton-jacket	http://www.snopes.com/hillary-clinton-armani-jacket/
14892	http://dailycaller.com/2016/06/07/hillary-clintons-wore-a-13000-jacket-while-giving-speech-about-inequality/	http://www.snopes.com/hillary-clinton-armani-jacket/
14894	http://larryalextaunton.com/books/the-faith-of-christopher-hitchens/	http://www.theatlantic.com/politics/archive/2016/06/larry-tauntons-the-faith-of-christopher-hitchens-a-betrayal-to-reader-and-subject/486164/
14895	http://www.frontpagemag.com/fpm/262896/faith-christopher-david-horowitz	http://www.theatlantic.com/politics/archive/2016/06/larry-tauntons-the-faith-of-christopher-hitchens-a-betrayal-to-reader-and-subject/486164/
14896	http://www.huffingtonpost.com/nathan-gardels/science-religious-imagination_b_10253296.html	https://whyevolutionistrue.wordpress.com/2016/06/06/can-religion-answer-the-big-existential-questions/
14897	http://www.motherjones.com/environment/2016/05/federal-study-links-cell-phone-radiation-cancer	https://www.sciencebasedmedicine.org/no-a-rat-study-with-marginal-results-does-not-prove-that-cell-phones-cause-cancer-no-matter-what-mother-jones-and-consumer-reports-say///www.sciencebasedmedicine.org//www.sciencebasedmedicine.org/no-a-ra
14898	http://www.nbcnews.com/health/health-news/possible-cellphone-link-cancer-rat-study-launches-new-debate-n581621	https://www.sciencebasedmedicine.org/no-a-rat-study-with-marginal-results-does-not-prove-that-cell-phones-cause-cancer-no-matter-what-mother-jones-and-consumer-reports-say///www.sciencebasedmedicine.org//www.sciencebasedmedicine.org/no-a-ra
14900	http://www.motherjones.com/environment/2016/05/federal-study-links-cell-phone-radiation-cancer	http://theness.com/neurologicablog/index.php/underwhelming-cell-phone-rat-study/
14901	http://www.nbcnews.com/health/health-news/possible-cellphone-link-cancer-rat-study-launches-new-debate-n581621	http://theness.com/neurologicablog/index.php/underwhelming-cell-phone-rat-study/
14903	http://blogs.scientificamerican.com/cross-check/dear-skeptics-bash-homeopathy-and-bigfoot-less-mammograms-and-war-more/	https://whyevolutionistrue.wordpress.com/2016/05/22/steve-pinker-on-john-horgans-view-of-war/
14904	http://blogs.scientificamerican.com/cross-check/dear-skeptics-bash-homeopathy-and-bigfoot-less-mammograms-and-war-more/	https://whyevolutionistrue.wordpress.com/2016/05/20/horgangate-the-troll-pretends-to-answer-his-critics/
14905	http://blogs.scientificamerican.com/cross-check/dear-skeptics-bash-homeopathy-and-bigfoot-less-mammograms-and-war-more/	http://theness.com/neurologicablog/index.php/skepticism-and-the-fallacy-of-relative-privation/
14906	http://blogs.scientificamerican.com/cross-check/dear-skeptics-bash-homeopathy-and-bigfoot-less-mammograms-and-war-more/	https://whyevolutionistrue.wordpress.com/2016/05/19/krauss-on-horgan/
14908	https://answersingenesis.org/physics/second-law-of-thermodynamics/	http://www.talkorigins.org/faqs/thermo/probability.html
14913	http://dailycaller.com/2016/06/17/fact-checking-snopes-websites-political-fact-checker-is-just-a-failed-liberal-blogger/	http://www.snopes.com/2016/06/19/failed-daily-caller-writer-throws-temper-tantrum-about-being-debunked-by-snopes-com/
14914	http://www.bbc.com/news/uk-england-36389581	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14915	http://abcnews.go.com/Entertainment/photos/post-mortem-photographs-20496377/image-20496589	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14916	https://en.wikipedia.org/wiki/Post-mortem_photography	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14917	http://www.huffingtonpost.com/2013/01/31/victorian-death-portraits_n_2591312.html	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14918	https://www.buzzfeed.com/leonoraepstein/haunting-post-mortem-photography?utm_term=.ftoyydWzJO#.gf2993qZmb	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14919	http://mentalfloss.com/article/18576/only-creepiest-photos-ever-taken	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14920	http://www.cracked.com/article_20577_the-6-most-terrifying-things-people-used-to-do-with-dead.html	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14921	http://scienceblogs.com/insolence/2008/01/20/victorian-postmortem-photography/	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14922	http://www.viralnova.com/post-mortem-victorian-photographs/	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14923	http://io9.gizmodo.com/the-strangest-tradition-of-the-victorian-era-post-mort-472772709	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14924	http://listverse.com/2012/10/24/memento-mori-victorian-death-photos/	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14925	http://www.dose.com/theworld/17158/These-22-Pics-Show-Exactly-How-Creepy-Post-Mortem-Photography-Was-In-The-19th-Century	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14926	http://www.dailymail.co.uk/news/article-2270169/Post-mortem-photography-Morbid-gallery-reveals-Victorians-took-photos-DEAD-relatives-posing-couches-beds-coffins.html	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14927	http://www.mdolla.com/2012/05/stiff-pose-victorian-postmortem.html	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14928	http://9gag.com/gag/aAVygjE/these-21-victoria-era-post-mortem-photographs-are-unsettling-how-was-this-a-thing	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14929	http://www.wimp.com/the-truth-behind-this-photo-is-shocking-but-it-used-to-happen-all-the-time/	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14930	http://www.liveleak.com/view?i=6d5_1369324555	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14931	http://www.stuffyoushouldknow.com/blog/gallery/gallery-victorian-bereavement-photography/	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14932	http://theghostdiaries.com/memento-mori-victorian-death-photos/	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14933	http://dangerousminds.net/comments/dead_creepy_family_portraits_with_deceased_relatives	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14934	http://allday.com/post/1358-post-mortem-photography-is-the-most-morbid-victorian-trend/	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14935	http://imgur.com/gallery/d3nx5	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14936	http://www.huffingtonpost.co.uk/2013/01/30/memento-mori--victorian-mourning-photography-immortalising-loved-ones-death_n_2580559.html	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14937	http://www.vintag.es/2015/04/21-victoria-era-post-mortem-photographs.html	http://www.skepticink.com/incredulous/2016/06/19/myth-victorian-post-mortem-photography/
14938	http://www.npr.org/2016/06/14/482055694/federal-appeals-court-upholds-net-neutrality-rules	http://fair.org/home/not-neutral-on-net-neutrality-all-things-considered-considered-only-one-side/
14939	https://www.washingtonpost.com/politics/an-expensive-reminder-that-sanders-still-hasnt-dropped-out-his-secret-service-detail/2016/06/19/a3f717c6-3555-11e6-8ff7-7b6c1998b7a0_story.html	http://fair.org/home/no-sanders-secret-service-detail-isnt-costing-taxpayers-38000-a-day/
14940	http://www.npr.org/programs/invisibilia/482836315/the-personality-myth?showDate=2016-06-24	https://flyingblind30.wordpress.com/2016/06/25/a-commentary-on-the-personality-myth/
14941	http://responsibletechnology.org/10-Reasons-to-Avoid-GMOs/	http://frankenfoodfacts.blogspot.ca/2016/06/the-institute-for-responsible.html
14943	http://thefreethoughtproject.com/concealed-carrier-stops-mass-shooting/	http://www.snopes.com/2016/06/30/concealed-carrier-prevents-mass-shooting-at-south-carolina-nightclub/
14944	https://www.washingtonpost.com/posteverything/wp/2016/07/01/as-a-psychiatrist-i-diagnose-mental-illness-and-sometimes-demonic-possession/	http://www.patheos.com/blogs/friendlyatheist/2016/07/02/board-certified-new-york-psychiatrist-thinks-demonic-possession-can-be-the-correct-diagnosis/
14945	https://www.theguardian.com/australia-news/2016/jul/04/pauline-hanson-takes-centre-stage-again-but-this-time-we-should-listen-not-lampoon	http://www.dailylife.com.au/news-and-views/dl-opinion/classwashing-australias-racism-problem-wont-make-it-disappear-20160706-gpzyjr.html
14946	https://www.washingtonpost.com/posteverything/wp/2016/07/01/as-a-psychiatrist-i-diagnose-mental-illness-and-sometimes-demonic-possession/?tid=pm_opinions_pop_b	http://theness.com/neurologicablog/index.php/a-psychiatrist-falls-for-exorcism/
14947	https://www.metabunk.org/debunked-the-dangers-of-microwave-ovens.t1288/	http://www.organicandhealthy.org/2016/07/these-diseases-are-all-caused-by.html
14949	http://www.amber-teething-necklaces.com/amber_teething_necklace_for_baby_teething_remedy.html	http://anarchic-teapot.net/2014/11/amber-anklets/
14950	https://sites.google.com/site/redrockcloud/	http://anarchic-teapot.net/2011/07/red-rock-brains/
14951	http://www.huffingtonpost.com/ali-a-rizvi/picking-a-side-in-israel-palestine_b_5602701.html	https://radicaluniversity.wordpress.com/2014/08/01/a-response-to-7-things-to-consider-before-choosing-sides-in-the-middle-east-conflict/
14952	http://www.snopes.com/philando-castile-was-not-wanted-for-armed-robbery/	http://bluelivesmatter.blue/debunking-snopes-philando-castile-article/
14953	http://bluelivesmatter.blue/philando-castile-robbery-suspect/	http://www.snopes.com/philando-castile-was-not-wanted-for-armed-robbery/
14954	http://www.alansangle.com/?p=851	//anarchic-teapot.net/2011/11/alan-craig-gaystapo/
14955	http://www.nytimes.com/2016/06/28/upshot/exit-polls-and-why-the-primary-was-not-stolen-from-bernie-sanders.html	http://protest.fyi/electionfraud/
14959	https://www.facebook.com/TheProjectTV/videos/10153760912218441/	https://www.buzzfeed.com/robstott/some-people-are-pretty-upset-about-waleed-alys-latest-viral?utm_term=.ciYv80Jon#.oy2z2nRBy
14960	https://www.thesun.co.uk/news/1459893/why-did-channel-4-have-a-presenter-in-a-hijab-to-front-coverage-of-muslim-terror-in-nice/	https://actions.sumofus.org/a/the-sun-print-a-front-page-apology-for-inciting-hate?sp_ref=.99.173251.f.547348.2&source=fb
14968	http://www.gmofreegazette.com/breaking/the-amish-dont-receive-immunization-and-yet-never-contracted-autism/	http://blogs.plos.org/thepanicvirus/2011/06/28/anecdotal-amish-dont-vaccinate-claims-disproved-by-fact-based-study/
14969	http://www.gmofreegazette.com/breaking/the-amish-dont-receive-immunization-and-yet-never-contracted-autism/	http://www.opposingviews.com/i/prevalence-rates-of-autism-spectrum-disorders-among-the-old-order-amish
14970	http://www.gmofreegazette.com/breaking/the-amish-dont-receive-immunization-and-yet-never-contracted-autism/	http://www.cdc.gov/vaccinesafety/concerns/thimerosal/study-risk-autism.html
14971	http://www.politico.com/story/2016/07/full-transcript-donald-trump-nomination-acceptance-speech-at-rnc-225974	http://talkingpointsmemo.com/livewire/fact-check-trump-crime-rates
14972	https://www.facebook.com/photo.php?fbid=878274782294695&set=a.236906813098165.51048.100003365451381&type=3&theater	https://www.facebook.com/goro.furuta.39/media_set?set=a.507467349430212.1073741845.100005008544234&type=3&hc_location=ufi
14974	https://www.facebook.com/the.vintage.everyday/posts/1125842837454844	http://factually.gizmodo.com/that-amazing-photo-of-economy-class-flying-in-the-1960s-1675552007
14975	https://www.facebook.com/photo.php?fbid=10154288234683745&set=a.10150452758768745.420019.574603744&type=3&theater	http://www.snopes.com/1998-trump-people-quote/
14976	http://www.news.com.au/national/western-australia/miranda-devine-perth-electrical-engineers-discovery-will-change-climate-change-debate/news-story/d1fe0f22a737e8d67e75a5014d0519c6	https://andthentheresphysics.wordpress.com/2015/10/04/not-even-partially-correct/
14977	http://www.news.com.au/national/western-australia/miranda-devine-perth-electrical-engineers-discovery-will-change-climate-change-debate/news-story/d1fe0f22a737e8d67e75a5014d0519c6	http://rankexploits.com/musings/2015/questions-to-david-evans-what-do-you-mean-about-partial-derivatives/
14981	http://www.dailymail.co.uk/health/article-3266785/Europeans-likely-cheat-Americans-risks-contraception-Surprising-study-reveals-just-sexual-preferences-vary-pond.html	http://badpr.co.uk/2015/11/04/contraception-is-important-because-your-partner-is-probably-a-cheat-says-online-pharmacy/
14982	http://www.richardcarrier.info/archives/10967	http://www.skepticink.com/backgroundprobability/2016/07/31/fundamentally-broken-epistemology/
14983	http://worldnewsdailyreport.com/japanese-whaling-crew-eaten-alive-by-killer-whales-16-dead/?utm_campaign=shareaholic&utm_medium=facebook&utm_source=socialnetwork	http://www.snopes.com/media/notnews/killerwhales.asp
14984	http://www.healthy-holistic-living.com/roundups-toxic-chemical-glyphosate-found-100-california-wines-tested.html	http://reason.com/blog/2016/03/24/really-stupid-moms-across-america-scarem
14985	http://naturalsociety.com/glyphosate-california-wines-tested-6795/	http://reason.com/blog/2016/03/24/really-stupid-moms-across-america-scarem
